Topic,Word0,Word0_probability,Word1,Word1_probability,Word2,Word2_probability,Word3,Word3_probability,Word4,Word4_probability,Word5,Word5_probability,Word6,Word6_probability,Word7,Word7_probability,Word8,Word8_probability,Word9,Word9_probability
-1,de,0.12068612888107619,haar,0.07894636486222423,van,0.07894636486222423,kamer,0.05357217872016033,dan,0.05357217872016033,aan,0.05357217872016033,arts,0.05357217872016033,tijdens,0.03899790409771686,agressief,0.03899790409771686,dienstdoende,0.03899790409771686
